Geo Point,Geo Shape,Batch_ID,TargetStartDate,TargetDeliveryDate,OperationalArea,DNO,Status,days_outstanding,rag_status,PVC Date,days_since_pvc_date
"51.50227840463966, -0.02396106509084961","{""coordinates"": [[[-0.020556204072566, 51.497724559249036], [-0.027754646263654, 51.497845846266124], [-0.02756065760961, 51.502338912445346], [-0.027366618695109, 51.5068319746363], [-0.020166762313747, 51.50671064881376], [-0.020361508414807, 51.50221760602741], [-0.020556204072566, 51.497724559249036]]], ""type"": ""Polygon""}",NE-0060,2026-07-20,2026-09-22,North East,LPN,Planned,177,Not yet started,,
"51.409761839985514, 0.02237657521555628","{""coordinates"": [[[0.0042973083919, 51.40737478484717], [0.004493812063041, 51.41186783345209], [0.011678603525668, 51.41174471331485], [0.011875861478424, 51.416237738233384], [0.019061305371256, 51.416114158164284], [0.026246698057269, 51.41599013785085], [0.026048033245968, 51.41149715250352], [0.033232671140543, 51.41137271184409], [0.033432039354856, 51.415865677300445], [0.040617329082418, 51.415740776520416], [0.04041725748268, 51.41124783102526], [0.040217237616879, 51.406754881504604], [0.033033354478635, 51.406879742366094], [0.025849419805536, 51.40700416313845], [0.025650857718453, 51.402511169755705], [0.018467574749484, 51.40263513061857], [0.011284240626068, 51.40275865144782], [0.011481396580681, 51.40725168438632], [0.0042973083919, 51.40737478484717]]], ""type"": ""Polygon""}",SE-0044,2026-07-20,2026-09-22,South East,LPN,Planned,177,Not yet started,,
"51.46789688765301, -0.06144172843962471","{""coordinates"": [[[-0.072273196873739, 51.46711191655529], [-0.072083794273004, 51.47160512541725], [-0.064889292162227, 51.47148660166793], [-0.064699134505927, 51.475979787609106], [-0.057503975630325, 51.47586080365916], [-0.057694839279649, 51.471367636743786], [-0.050500435807718, 51.47124823065184], [-0.050691955840123, 51.46675507885611], [-0.050883426296412, 51.462261923083844], [-0.058076418363327, 51.46238129099445], [-0.065269459807136, 51.46250021787815], [-0.072462550445515, 51.46261870372792], [-0.072273196873739, 51.46711191655529]]], ""type"": ""Polygon""}",SW-0018,2026-07-20,2026-09-22,South West,LPN,Planned,177,Not yet started,,
"51.56092002496812, 0.01576040618763314","{""coordinates"": [[[0.003403987294148, 51.55127364248451], [-0.003802798571603, 51.55139648974702], [-0.003606078101778, 51.55588944951207], [0.003601416913709, 51.55576658259101], [0.003798897734904, 51.560259518693265], [0.011007050864492, 51.560136189588114], [0.011205292404252, 51.564629101949116], [0.011403585364423, 51.569122010301854], [0.018613106238413, 51.56899819906311], [0.018812160485813, 51.5734910835921], [0.026022339569504, 51.57336680981876], [0.033232466829905, 51.57324209333363], [0.033031992937252, 51.56874924864774], [0.032831571033829, 51.56425639994183], [0.025622863217203, 51.564381076517044], [0.025423202731565, 51.55988820384211], [0.01821515259125, 51.56001241796861], [0.01801625315613, 51.55551952140325], [0.017817405289756, 51.55102662082587], [0.010610721975767, 51.55115035284171], [0.010412634591602, 51.54665742845636], [0.003206608858688, 51.54678069837384], [0.003403987294148, 51.55127364248451]]], ""type"": ""Polygon""}",NE-0062,2026-07-27,2026-09-29,North East,LPN,Planned,184,Not yet started,,
"51.50402213265208, -0.22681475606679602","{""coordinates"": [[[-0.229504898973506, 51.496568998261374], [-0.229330758294967, 51.50106258290842], [-0.236530583300696, 51.50117106180496], [-0.23635710497668, 51.505664659919105], [-0.236183581698058, 51.51015825414916], [-0.228982341555752, 51.51004974053999], [-0.221781146566593, 51.50994078503643], [-0.221956085149412, 51.505447225593], [-0.214755643125388, 51.50533784570073], [-0.214931243833295, 51.50084429986218], [-0.222130978411502, 51.50095366225867], [-0.222305826368363, 51.49646009503342], [-0.229504898973506, 51.496568998261374]]], ""type"": ""Polygon""}",NW-0038,2026-07-27,2026-09-29,North West,LPN,Planned,184,Not yet started,,
"51.52600814750822, -0.0719492532111911","{""coordinates"": [[[-0.077010168234671, 51.52564163187355], [-0.084213252835171, 51.52575949926842], [-0.084024627789185, 51.53025269436404], [-0.076820834950855, 51.53013480811049], [-0.069617091193538, 51.530016479751005], [-0.062413396700509, 51.52989770929262], [-0.062604146409534, 51.5254045709849], [-0.062794846687957, 51.52091142870746], [-0.069997124955838, 51.52103016116972], [-0.077199452454299, 51.52114845167431], [-0.077010168234671, 51.52564163187355]]], ""type"": ""Polygon""}",NE-0063,2026-08-03,2026-10-07,North East,LPN,Planned,192,Not yet started,,
"51.51214404606845, -0.009122268031522636","{""coordinates"": [[[-0.005767201115677, 51.506466672087896], [-0.012966956392971, 51.506588881295215], [-0.012771452479157, 51.5110819006105], [-0.019971965752134, 51.511203687607996], [-0.019777118712701, 51.51569672241007], [-0.012575897904565, 51.515574915929776], [-0.00537472777457, 51.51545266761959], [0.001826391494268, 51.51532997748677], [0.00162942190142, 51.510837001344726], [-0.005570989866989, 51.51095967185365], [-0.005767201115677, 51.506466672087896]]], ""type"": ""Polygon""}",NE-0066,2026-04-27,2026-06-29,North East,LPN,Planned,92,Not yet started,,
"51.54475043415535, 0.04277696049976941","{""coordinates"": [[[0.045837407280068, 51.53255594622106], [0.046038882395163, 51.53704878300205], [0.046240409741549, 51.54154161575563], [0.039035351269787, 51.54166707703612], [0.0392362221886, 51.546159925836974], [0.032030402956388, 51.54628496491949], [0.032230617080894, 51.55077782970474], [0.025024037052626, 51.55090244644443], [0.025223594015949, 51.555395327151224], [0.032430883123446, 51.55527069047027], [0.039638120295084, 51.55514561136782], [0.046845305347335, 51.55502008985131], [0.046643621199739, 51.55052726918033], [0.04644198933711, 51.54603444448175], [0.053647704218523, 51.545908520861246], [0.053445415964106, 51.54141571228051], [0.053243180142187, 51.53692289966836], [0.053040996734821, 51.53243008302486], [0.052838865724067, 51.527937262350065], [0.045635984378388, 51.52806310541274], [0.045837407280068, 51.53255594622106]]], ""type"": ""Polygon""}",NE-0068,2026-08-24,2026-10-29,North East,LPN,Planned,214,Not yet started,,
"51.408311256331785, -0.2765673718370734","{""coordinates"": [[[-0.283274262405474, 51.407444049490444], [-0.283105946785718, 51.41193783139192], [-0.282937587623436, 51.41643160942959], [-0.290124313991133, 51.41653667615212], [-0.289956615387186, 51.42103046712388], [-0.289788873392917, 51.425524254235086], [-0.289621087993514, 51.430018037485745], [-0.282432248732791, 51.42991292035957], [-0.275243453074108, 51.42980736256342], [-0.275412647417928, 51.425313612992106], [-0.282600738611843, 51.42541915391341], [-0.282769184903766, 51.42092538360342], [-0.275581797992631, 51.42081985955367], [-0.275750904813154, 51.41632610224811], [-0.268564265742153, 51.41622015461393], [-0.268734032727493, 51.41172641037656], [-0.261548141466712, 51.41162003930162], [-0.261718568253225, 51.40712630819613], [-0.254533424772642, 51.40701951382403], [-0.25470451099682, 51.40252579591412], [-0.261888950966866, 51.402632573216955], [-0.269073434994782, 51.4027389102906], [-0.269243070306678, 51.39824515444204], [-0.269412661757362, 51.39375139472311], [-0.26958220936179, 51.3892576311338], [-0.26975171313491, 51.38476386367415], [-0.276933428692967, 51.38486969283055], [-0.276764627734072, 51.38936347720567], [-0.276595783125355, 51.39385725771377], [-0.276426894851931, 51.398351034354796], [-0.283610763076815, 51.39845647409611], [-0.290794674799716, 51.3985614736597], [-0.290627149609068, 51.403055280073595], [-0.29045958108728, 51.40754908262695], [-0.283274262405474, 51.407444049490444]]], ""type"": ""Polygon""}",SW-0020,2026-04-07,2026-06-09,South West,LPN,Planned,72,Not yet started,,
"51.46985324993325, -0.10249724577219319","{""coordinates"": [[[-0.108242910077331, 51.46769782373276], [-0.115436997798468, 51.467813681757384], [-0.115251830511804, 51.472307002849796], [-0.108057036863668, 51.47219112629622], [-0.107871115516685, 51.47668442491257], [-0.10067566390885, 51.47656808853932], [-0.093480260633376, 51.476451310885885], [-0.093667594149939, 51.47195804954606], [-0.093854879168201, 51.46746478425184], [-0.094042115704732, 51.462971515003254], [-0.101235401298007, 51.46308823664716], [-0.108428735174119, 51.46320451722222], [-0.108242910077331, 51.46769782373276]]], ""type"": ""Polygon""}",SW-0030,2026-10-12,2026-12-11,South West,LPN,Planned,257,Not yet started,,
"51.49285159368119, -0.04277522771434002","{""coordinates"": [[[-0.057122100032263, 51.484847125571115], [-0.056931088049726, 51.48934028056762], [-0.064128365999708, 51.489459321617325], [-0.06393801126239, 51.49395249168143], [-0.05674002658897, 51.49383343159103], [-0.049542091410717, 51.493713929980444], [-0.042344205910382, 51.49359398685677], [-0.042151681192942, 51.49808709560671], [-0.034953138698043, 51.497966691721075], [-0.034759857064898, 51.50245977723056], [-0.02756065760961, 51.502338912445346], [-0.027754646263654, 51.497845846266124], [-0.02794858467443, 51.4933527760987], [-0.028142472859112, 51.48885970194313], [-0.035339551800005, 51.48898050874886], [-0.042536680767189, 51.489100874126265], [-0.049733859577989, 51.48922079806824], [-0.049925578084355, 51.48472766217922], [-0.057122100032263, 51.484847125571115]]], ""type"": ""Polygon""}",SW-0035,2026-10-19,2026-12-18,South West,LPN,Planned,264,Not yet started,,
"51.453282792298886, -0.1205340147955372","{""coordinates"": [[[-0.130559862863168, 51.45007060322291], [-0.130376297660239, 51.454563976906606], [-0.130192684936509, 51.45905734665415], [-0.13000902467574, 51.463550712465526], [-0.122815547045367, 51.463435755138256], [-0.122999912900989, 51.458942407707724], [-0.115807188584869, 51.458827027742274], [-0.115992212117347, 51.45433369481961], [-0.108800241082813, 51.45421789236006], [-0.10898592192757, 51.449724574008506], [-0.109171554721157, 51.44523125171004], [-0.116362115542659, 51.4453470171443], [-0.123552724216828, 51.4454623417776], [-0.123368501470425, 51.449955701027356], [-0.130559862863168, 51.45007060322291]]], ""type"": ""Polygon""}",SW-0037,2026-10-26,2026-12-24,South West,LPN,Planned,270,Not yet started,,
"51.50181204236374, 0.033653808173586035","{""coordinates"": [[[0.022633383729481, 51.49698756474624], [0.015435246836315, 51.497111500984126], [0.015633477252688, 51.501604449700636], [0.015831759026456, 51.50609739440589], [0.023031309901007, 51.50597341851626], [0.030230809217708, 51.50584900097439], [0.030430556878693, 51.51034190193443], [0.037630711684304, 51.510217022774945], [0.044830814548616, 51.510091701907555], [0.044629652446179, 51.505598840963586], [0.051828995992276, 51.5054730985095], [0.051627178984983, 51.50098025364851], [0.051425414248974, 51.49648740475675], [0.044227484542508, 51.49661310699498], [0.037029502765298, 51.49673836774426], [0.02983146910005, 51.49686318699715], [0.029631876607999, 51.49237027398005], [0.02243449793638, 51.492494631838575], [0.022633383729481, 51.49698756474624]]], ""type"": ""Polygon""}",NE-0075,2026-11-02,2027-01-05,North East,LPN,Planned,282,Not yet started,,
"51.449024670434326, 0.014035912880716869","{""coordinates"": [[[0.012862916968166, 51.43870280267367], [0.013060481333302, 51.443195803530806], [0.005870761866554, 51.44331906151025], [0.006067672633384, 51.44781207806409], [-0.001122802526637, 51.44793491499953], [-0.000926545722175, 51.45242794718732], [0.006264634365383, 51.45230509061125], [0.00646164707996, 51.45679809915171], [0.006658710794528, 51.46129110368539], [0.013851250266157, 51.46116776685435], [0.013653481277159, 51.45667478203937], [0.013455763470334, 51.45218179321372], [0.02064684141056, 51.452058055002034], [0.027837868003949, 51.4519338759835], [0.027638791594028, 51.447440922780316], [0.027439766695424, 51.44294796555891], [0.020250149670254, 51.44307210487791], [0.020051880776493, 51.43857912379439], [0.012862916968166, 51.43870280267367]]], ""type"": ""Polygon""}",SE-0051,2026-11-02,2027-01-05,South East,LPN,Planned,282,Not yet started,,
"51.48100398226836, -0.24090903237577796","{""coordinates"": [[[-0.251618175665052, 51.48341212509288], [-0.251446290541993, 51.487905773213804], [-0.244248497265232, 51.48779822946307], [-0.237050748698825, 51.48769024415795], [-0.229853045025596, 51.48758181730488], [-0.230027050429988, 51.48308822099547], [-0.230201010773826, 51.47859462079861], [-0.230374926072509, 51.47410101671437], [-0.237570510058581, 51.47420939155452], [-0.244766138891811, 51.474317325058266], [-0.251961812389565, 51.47442481721923], [-0.251790016275838, 51.4789184730947], [-0.251618175665052, 51.48341212509288]]], ""type"": ""Polygon""}",SW-0039,2026-11-02,2027-01-05,South West,LPN,Planned,282,Not yet started,,
"51.51858152925107, -0.15057741690205736","{""coordinates"": [[[-0.14958965905055, 51.51332030459496], [-0.156791100107359, 51.51343369682018], [-0.156609699446429, 51.5179270883847], [-0.156428251769344, 51.522420476026895], [-0.149225394824074, 51.52230704751488], [-0.142022585094313, 51.52219317696932], [-0.142205448826876, 51.517699825688084], [-0.149407550536975, 51.517813678017866], [-0.14958965905055, 51.51332030459496]]], ""type"": ""Polygon""}",CE-0013,2026-11-16,2027-01-20,Central,LPN,Planned,297,Not yet started,,
"51.41443721458009, -0.15178781749397668","{""coordinates"": [[[-0.153765164892242, 51.40997163239231], [-0.153584137521767, 51.41446509610219], [-0.160770052036583, 51.414578090108215], [-0.160589681674897, 51.419071567956685], [-0.160409264649189, 51.423565041883464], [-0.153221942275302, 51.42345201174641], [-0.14603466676326, 51.42333854112625], [-0.146216491813853, 51.418845103404344], [-0.146398269836824, 51.414351661753706], [-0.13921244916349, 51.41423778706946], [-0.139394883799766, 51.40974435969091], [-0.146580000848219, 51.40985821617435], [-0.14676168486407, 51.405364766666295], [-0.153946145448847, 51.40547816475728], [-0.161130652831557, 51.405591122646335], [-0.160950375750166, 51.41008460833809], [-0.153765164892242, 51.40997163239231]]], ""type"": ""Polygon""}",SW-0042,2026-11-23,2027-01-28,South West,LPN,Planned,305,Not yet started,,
"51.58391556503164, 0.09239710720053307","{""coordinates"": [[[0.091117802454996, 51.57672110315833], [0.083907386543369, 51.57684938159477], [0.076696917320127, 51.57697721730885], [0.076901755956314, 51.58146993268024], [0.069690523531803, 51.581597346053606], [0.069894705056694, 51.586090077774266], [0.062682709394548, 51.586217068661824], [0.062886233440345, 51.590709816668905], [0.070098939561884, 51.59058280545485], [0.077311592684927, 51.590455351290956], [0.084524192625488, 51.59032745418481], [0.091736739199585, 51.59019911414405], [0.09894923222325, 51.59007033117633], [0.106161671512519, 51.58994110528928], [0.11337405688344, 51.589811436490635], [0.113165560005551, 51.58531883225516], [0.12037718094326, 51.58518874137449], [0.120168028002045, 51.58069615389247], [0.112957117211383, 51.580826223955384], [0.112748728482402, 51.57633361159138], [0.105538473608282, 51.57646321814895], [0.098328164871225, 51.576592382007156], [0.091117802454996, 51.57672110315833]]], ""type"": ""Polygon""}",NE-0077,2026-11-30,2027-02-04,North East,LPN,Planned,312,Not yet started,,
"51.55633595743522, -0.12139711687167384","{""coordinates"": [[[-0.126510426034777, 51.548923914959694], [-0.126325811612019, 51.55341720203998], [-0.133533487404656, 51.553532085232355], [-0.133349534556754, 51.558025386761535], [-0.126141149309509, 51.55791048518332], [-0.125956439110846, 51.562403764389714], [-0.118747392137877, 51.56228840177275], [-0.111538393261271, 51.56217259651331], [-0.111724522687277, 51.55767935429801], [-0.111910603849727, 51.55318610813852], [-0.119118183699161, 51.553301876339745], [-0.119303507376482, 51.548808607712424], [-0.126510426034777, 51.548923914959694]]], ""type"": ""Polygon""}",NW-0052,2026-11-30,2027-02-04,North West,LPN,Planned,312,Not yet started,,
"51.52715847673107, -0.17185461883436756","{""coordinates"": [[[-0.178216427539172, 51.51826466764029], [-0.178037104065842, 51.5227581092943], [-0.177857734110012, 51.527251547036485], [-0.177678317655771, 51.53174498086686], [-0.177498854687198, 51.53623841078538], [-0.170293731843321, 51.5361262545934], [-0.170473903445758, 51.53163284261872], [-0.163269535933487, 51.53152026217557], [-0.163450369272711, 51.52702686429652], [-0.163631155746892, 51.52253346249862], [-0.170834106573474, 51.5226460069233], [-0.171014138130711, 51.51815258320262], [-0.178216427539172, 51.51826466764029]]], ""type"": ""Polygon""}",NW-0054,2026-12-07,2027-02-11,North West,LPN,Planned,319,Not yet started,,
"51.53566465277276, -0.20275509392438104","{""coordinates"": [[[-0.206673020299239, 51.527695606891264], [-0.206496437805498, 51.53218911177638], [-0.213701082753347, 51.532299038949986], [-0.213525163191749, 51.53679255752768], [-0.213349198017229, 51.54128607221085], [-0.206143135460152, 51.54117610985283], [-0.198937118715194, 51.54106570512537], [-0.191731147965891, 51.540954858035015], [-0.191909239782363, 51.53646139634567], [-0.192087285435489, 51.53196793075146], [-0.199291838638409, 51.53207874237467], [-0.199469129645935, 51.52758525514727], [-0.206673020299239, 51.527695606891264]]], ""type"": ""Polygon""}",NW-0055,2026-12-14,2027-02-18,North West,LPN,Planned,326,Not yet started,,
"51.4223228867467, -0.037600392798701414","{""coordinates"": [[[-0.045609511314141, 51.41721052911774], [-0.052795407894671, 51.41733014666172], [-0.052604432269438, 51.42182334219677], [-0.045417831914806, 51.42170370553095], [-0.045226102926595, 51.42619687796438], [-0.045034324332584, 51.43069004641798], [-0.044842496115839, 51.43518321089167], [-0.037653832987863, 51.435063076247474], [-0.037846365507203, 51.430569930977136], [-0.030658456486451, 51.43044937502327], [-0.030851643304925, 51.42595624503923], [-0.023664488357337, 51.4258352679197], [-0.023858329111303, 51.42134215328475], [-0.02405211973119, 51.41684903465877], [-0.031237867050724, 51.41696997310914], [-0.031430904012138, 51.412476831163204], [-0.03861599770848, 51.41259731005994], [-0.045801141141518, 51.412717348724804], [-0.045609511314141, 51.41721052911774]]], ""type"": ""Polygon""}",SE-0056,2026-12-14,2027-02-18,South East,LPN,Planned,326,Not yet started,,
"51.45177334170763, 0.11643826648404176","{""coordinates"": [[[0.106728890703065, 51.44604608546161], [0.106935719564654, 51.45053881565294], [0.0997452698034, 51.450667843055], [0.099951447336265, 51.45516058981399], [0.107142601957728, 51.45503154178238], [0.107349537900573, 51.459524263849886], [0.107556527411477, 51.464016981855316], [0.11474903871325, 51.46388745162468], [0.121941496246446, 51.46375748047391], [0.12173309634167, 51.459264803954795], [0.128924794754778, 51.459134412740255], [0.128715743795083, 51.454641752995634], [0.135906683125005, 51.45451094186174], [0.135696981474537, 51.4500182989539], [0.128506746931322, 51.45014908917688], [0.128297804145026, 51.44565642128406], [0.121108220147507, 51.445786749976875], [0.120900035861484, 51.44129405717767], [0.113711102446512, 51.441423924477306], [0.113503676296971, 51.4369312068502], [0.106315393501253, 51.43706061289361], [0.106522115354685, 51.44155335120846], [0.106728890703065, 51.44604608546161]]], ""type"": ""Polygon""}",SE-0058,2026-12-21,2027-02-25,South East,LPN,Planned,333,Not yet started,,
"51.50775444867689, -0.1294007334100036","{""coordinates"": [[[-0.135553824378523, 51.50410550881957], [-0.135370395290645, 51.50859885361342], [-0.135186918669657, 51.51309219447428], [-0.12798561971177, 51.5129774765924], [-0.128169803953686, 51.508484154081366], [-0.120969260332889, 51.50836901274794], [-0.121154104280259, 51.50387570471717], [-0.128353940479469, 51.50399082763378], [-0.135553824378523, 51.50410550881957]]], ""type"": ""Polygon""}",CE-0014,2026-12-29,2027-03-03,Central,LPN,Planned,339,Not yet started,,
"51.44829172468636, -0.20858567218553872","{""coordinates"": [[[-0.217384884548916, 51.437934249226934], [-0.217209919263163, 51.442427849584284], [-0.217034908690846, 51.44692144604754], [-0.216859852816496, 51.45141503861672], [-0.209667933396307, 51.45130542748342], [-0.209492126783556, 51.45579899862988], [-0.202299547457855, 51.455688928939296], [-0.195107013829883, 51.45557841822661], [-0.195284231237719, 51.45108488234868], [-0.202476059475951, 51.45119537539191], [-0.202652525811955, 51.44670181794351], [-0.209843694509252, 51.44681185243942], [-0.21001941013793, 51.44231827349794], [-0.210195080297872, 51.43782469065895], [-0.217384884548916, 51.437934249226934]]], ""type"": ""Polygon""}",SW-0048,2026-03-30,2026-06-03,South West,LPN,Planned,66,Not yet started,,
"51.39229917848901, -0.02361324288246438","{""coordinates"": [[[-0.046949880041024, 51.38575818279556], [-0.046758547290578, 51.390251387065845], [-0.04656716506951, 51.39474458735669], [-0.039384834122924, 51.39462462540791], [-0.039192699564965, 51.399117802545874], [-0.032009715454807, 51.398997381402545], [-0.031816828197158, 51.40349053530984], [-0.031623891055274, 51.4079836852301], [-0.024439550637138, 51.407862785433764], [-0.017255260301823, 51.40774144549012], [-0.017449603783343, 51.40324833428284], [-0.017643897017679, 51.398755219080975], [-0.010461063053533, 51.39863347791709], [-0.01065600883909, 51.39414037817489], [-0.003473928050516, 51.39401821654297], [-0.003669526024563, 51.389525132323115], [0.003511801622866, 51.389402550367], [0.003315551822921, 51.38490948173215], [-0.003865073440252, 51.38503204410122], [-0.011045749244581, 51.38515416669565], [-0.011240543898863, 51.38066105495871], [-0.018420567825701, 51.380782718328334], [-0.025600641914171, 51.38090394197903], [-0.03278076598311, 51.381024725903615], [-0.032588078092393, 51.38551789575868], [-0.03976895424919, 51.3856382591824], [-0.046949880041024, 51.38575818279556]]], ""type"": ""Polygon""}",SE-0062,2027-01-04,2027-03-08,South East,LPN,Planned,344,Not yet started,,
"51.44335521635675, -0.13237591442183533","{""coordinates"": [[[-0.138116849722488, 51.441198268761994], [-0.145306895963532, 51.44131225272576], [-0.145124835533913, 51.44580567080345], [-0.137934084394602, 51.445691668613975], [-0.137751271760514, 51.45018506453345], [-0.130559862863168, 51.45007060322291], [-0.123368501470425, 51.449955701027356], [-0.123552724216828, 51.4454623417776], [-0.12373689929273, 51.44096897858818], [-0.123921026714409, 51.43647561145914], [-0.131110273509384, 51.43659045855528], [-0.138299567760323, 51.43670486497754], [-0.138116849722488, 51.441198268761994]]], ""type"": ""Polygon""}",SW-0054,2027-01-11,2027-03-16,South West,LPN,Planned,352,Not yet started,,
"51.48630376477304, -0.10027137310821367","{""coordinates"": [[[-0.10067566390885, 51.47656808853932], [-0.100488988136491, 51.481061364601835], [-0.100302264015279, 51.4855546367135], [-0.107499128356941, 51.48567101030374], [-0.114696040881333, 51.48578694246588], [-0.114510681693024, 51.49028024778406], [-0.10731306251125, 51.490164297078486], [-0.100115491528684, 51.49004790487431], [-0.099928670660169, 51.494541169084194], [-0.092730441252452, 51.494424316700204], [-0.092917968928069, 51.489931071178454], [-0.09310544803903, 51.48543782170212], [-0.093292878601934, 51.48094456827123], [-0.093480260633376, 51.476451310885885], [-0.10067566390885, 51.47656808853932]]], ""type"": ""Polygon""}",SW-0059,2027-01-25,2027-03-31,South West,LPN,Planned,367,Not yet started,,
"51.46088240516352, -0.1439994489295325","{""coordinates"": [[[-0.159145037537741, 51.45501924956151], [-0.158964246625835, 51.45951269211378], [-0.158783408906292, 51.4640061307441], [-0.151589742157111, 51.46389293784258], [-0.144396122414016, 51.46377930382446], [-0.14421382620315, 51.46827270225711], [-0.137019547838871, 51.468158608885645], [-0.137202549859423, 51.46366522869653], [-0.13000902467574, 51.463550712465526], [-0.130192684936509, 51.45905734665415], [-0.130376297660239, 51.454563976906606], [-0.137568411804068, 51.45467845652039], [-0.137385504509094, 51.45917184457476], [-0.14457837143641, 51.45928590146274], [-0.151771285536108, 51.45939951731133], [-0.151952781925107, 51.45490609285459], [-0.159145037537741, 51.45501924956151]]], ""type"": ""Polygon""}",SW-0062,2026-03-16,2026-05-20,South West,LPN,In Progress,52,In progress and on target,,
"51.5429709318495, -0.012285541966763179","{""coordinates"": [[[-0.033018066817015, 51.54289736750831], [-0.032824283635975, 51.54739041317068], [-0.03263045020566, 51.55188345484804], [-0.032436566508859, 51.55637649254036], [-0.02522886852249, 51.55625539549619], [-0.025034225139139, 51.560748409823795], [-0.017825868234555, 51.56062685084926], [-0.010617561998256, 51.56050484933113], [-0.003409306613889, 51.560382405276705], [-0.003606078101778, 51.55588944951207], [-0.003802798571603, 51.55139648974702], [0.003403987294148, 51.55127364248451], [0.003206608858688, 51.54678069837384], [0.003009281589805, 51.542287750259035], [0.002812005469982, 51.537794798140155], [0.002614780481712, 51.53330184201725], [0.009818680468874, 51.53317863125264], [0.009620798379317, 51.5286856908357], [0.009422967569505, 51.52419274641101], [0.002220483829833, 51.52431591775967], [-0.004982050988945, 51.524438647151825], [-0.004785636260922, 51.52893163091799], [-0.011988930042732, 51.52905393791118], [-0.019192274554736, 51.529175802862675], [-0.026395669613725, 51.529297225765276], [-0.026201328775149, 51.533790264025534], [-0.026006937555597, 51.538283298297145], [-0.025812495937816, 51.54277632858009], [-0.033018066817015, 51.54289736750831]]], ""type"": ""Polygon""}",NE-0080,2027-02-15,2027-05-06,North East,LPN,Planned,403,Not yet started,,
"51.39230540023958, -0.22804750806538518","{""coordinates"": [[[-0.233843796218775, 51.38422811870184], [-0.24102529088076, 51.384336147567275], [-0.248206830084766, 51.384443736503556], [-0.24803521795887, 51.38893745279528], [-0.240852976000779, 51.388829846662524], [-0.240680616563616, 51.39332354187412], [-0.247863561457251, 51.393431165206664], [-0.247691860564775, 51.39792487373772], [-0.240508212554077, 51.397817233202026], [-0.233324609130988, 51.39770915252646], [-0.233151457250436, 51.40220282269386], [-0.225967195328369, 51.40209428453775], [-0.2257932952136, 51.4065879334676], [-0.218608374823169, 51.40647893769345], [-0.218782978372387, 51.4019853061843], [-0.211598806564111, 51.401875887640024], [-0.211774068203084, 51.39738226972461], [-0.211949284528224, 51.39288864791193], [-0.21212445555498, 51.38839502220199], [-0.219306518195557, 51.388504388293725], [-0.219480941246415, 51.384010741209195], [-0.219655319211137, 51.37951709023085], [-0.226836021717962, 51.379625981531596], [-0.234016769114274, 51.379734432986226], [-0.233843796218775, 51.38422811870184]]], ""type"": ""Polygon""}",SW-0065,2027-02-22,2027-04-28,South West,LPN,Planned,395,Not yet started,,
"51.660902794565516, 0.08086021885111519","{""coordinates"": [[[0.073168827148357, 51.657973235805564], [0.073373911814612, 51.662465898835144], [0.066149813276431, 51.66259323581685], [0.058925661632957, 51.66272012870685], [0.059129372379424, 51.667212828413184], [0.066354237637052, 51.66708591519966], [0.073579049771138, 51.66695855782342], [0.080803808596614, 51.666830756292086], [0.088028513928419, 51.66670251061328], [0.095253165581499, 51.66657382079465], [0.095045886947376, 51.662081223416045], [0.094838662158488, 51.65758862198399], [0.094631491196346, 51.653096016498594], [0.087408979610737, 51.65322464450671], [0.08018641440169, 51.653352828588], [0.072963795754069, 51.653480568734764], [0.073168827148357, 51.657973235805564]]], ""type"": ""Polygon""}",NE-0001,2025-06-16,2025-08-14,North East,LPN,Complete,-227,Complete,2025-10-29T00:00:00+00:00,-151
"51.65167768785911, 0.0475824359341291","{""coordinates"": [[[0.029426272389549, 51.649744894223645], [0.029626972011642, 51.654237686566], [0.029827723778005, 51.65873047489106], [0.037051372490959, 51.658605378478846], [0.044274968856716, 51.65847983801582], [0.051498512690299, 51.65835385350943], [0.058722003806738, 51.65822742496721], [0.058518398882593, 51.65373471719438], [0.065741123852743, 51.653607864939424], [0.065536858753206, 51.64911517344497], [0.065332646704242, 51.644622477913416], [0.058111347667863, 51.64474928954931], [0.050889995783858, 51.64487565736985], [0.043668591236995, 51.64500158136749], [0.036447134212052, 51.645127061534716], [0.036648494654476, 51.64961983787063], [0.029426272389549, 51.649744894223645]]], ""type"": ""Polygon""}",NE-0002,2025-06-16,2025-08-14,North East,LPN,Complete,-227,Complete,2025-10-29T00:00:00+00:00,-151
"51.609743606201555, 0.0023658815311795338","{""coordinates"": [[[-0.001241448050088, 51.60980465464541], [-0.00845751842716, 51.609927314462425], [-0.008260844915431, 51.614420241855775], [-0.008064120342171, 51.61891316525179], [-0.000846626663473, 51.61879046615509], [0.006370815751682, 51.618667323609046], [0.006172667709987, 51.614174439567414], [0.005974571098605, 51.609681551520765], [0.013190538834594, 51.609558005095806], [0.012991782296804, 51.60506513281995], [0.012793077338308, 51.60057225653529], [0.00557853209623, 51.60069576341263], [-0.001636064523295, 51.60081882713136], [-0.001438781892082, 51.605311742888894], [-0.001241448050088, 51.60980465464541]]], ""type"": ""Polygon""}",NE-0004,2025-06-30,2025-09-02,North East,LPN,Complete,-208,Complete,2025-10-29T00:00:00+00:00,-151
