Geo Point,Geo Shape,Batch_ID,TargetStartDate,TargetDeliveryDate,OperationalArea,DNO,Status,days_outstanding,rag_status,PVC Date,days_since_pvc_date
"51.45378506335189, -0.2688128756462702","{""coordinates"": [[[-0.28861346325892, 51.45698065591736], [-0.288445373608249, 51.46147441214385], [-0.288277240433696, 51.46596816450971], [-0.288109063720385, 51.47046191301493], [-0.280913875942814, 51.470356644500534], [-0.280744949372849, 51.47485037230775], [-0.287940843453433, 51.474955657659514], [-0.287772579617952, 51.47944939844341], [-0.280575979051678, 51.47934409625101], [-0.273379422251599, 51.47923835261364], [-0.273549099043503, 51.47474464558156], [-0.273718731901528, 51.47025093468222], [-0.273888320840687, 51.46575721991563], [-0.266693926808742, 51.46565108577469], [-0.266864177751947, 51.461157384112596], [-0.259670533699274, 51.461050825793], [-0.252476933900438, 51.46094382632929], [-0.245283378537902, 51.46083638572788], [-0.245455702495477, 51.45634273152326], [-0.238262897416535, 51.45623486704071], [-0.238435882253073, 51.4517412262024], [-0.238608822319034, 51.44724758148016], [-0.245800216615403, 51.44735541147233], [-0.245972406808214, 51.44286174562606], [-0.246144552443219, 51.438368075899284], [-0.253334581228689, 51.43847543063531], [-0.260524654374635, 51.43858234458577], [-0.26069534591445, 51.43408863672282], [-0.267884758439767, 51.43419509285912], [-0.267714771698905, 51.43868881774427], [-0.274904933019339, 51.438794850104564], [-0.274735607278482, 51.4432885880744], [-0.281926517424016, 51.44339419651492], [-0.289117471216276, 51.44349936407423], [-0.296308468473017, 51.443604090746135], [-0.296141214527912, 51.44809787530165], [-0.29597391728582, 51.45259165599983], [-0.288781509400574, 51.45248689583028], [-0.28861346325892, 51.45698065591736]]], ""type"": ""Polygon""}",SW-0038,2026-10-26,2026-12-24,South West,LPN,Planned,270,Not yet started,,
"51.520393961672305, 0.061766299258648044","{""coordinates"": [[[0.05223278689224, 51.514458776138795], [0.052434760820694, 51.51895160890699], [0.045233295143818, 51.519077411714406], [0.045434613672257, 51.523570260577166], [0.045635984378388, 51.52806310541274], [0.052838865724067, 51.527937262350065], [0.060041694691032, 51.527810977312114], [0.067244471096155, 51.527684250306365], [0.074447194756318, 51.52755708134034], [0.08164986548841, 51.527429470421616], [0.081444955332424, 51.52293672693985], [0.074242992454211, 51.52306431744665], [0.074038843062038, 51.518571549509886], [0.073834746561697, 51.51407877753017], [0.066634145968415, 51.51420588548413], [0.066430809664846, 51.50971308913211], [0.059230863721769, 51.50983973507864], [0.052030865288732, 51.5099659393396], [0.05223278689224, 51.514458776138795]]], ""type"": ""Polygon""}",NE-0076,2026-11-09,2027-01-12,North East,LPN,Planned,289,Not yet started,,
"51.528414864543024, -0.23290479085851837","{""coordinates"": [[[-0.249724987784051, 51.53284204116896], [-0.249552612019776, 51.53733564663878], [-0.242347032129248, 51.53722791346606], [-0.235141497117675, 51.53711973796213], [-0.227936007168566, 51.53701112013344], [-0.228110509257637, 51.532517566586854], [-0.220905773298535, 51.53240852388898], [-0.22108093871776, 51.52791498390049], [-0.213876956717634, 51.527805516477834], [-0.214052785100216, 51.523311990111246], [-0.214228567916695, 51.51881845985022], [-0.221431133376728, 51.51892789225041], [-0.228633744204064, 51.51903688262145], [-0.228459377759908, 51.52353044783085], [-0.235662741980695, 51.52363901353444], [-0.242866151217691, 51.52374713712532], [-0.250069605287573, 51.523854818597016], [-0.249897318868218, 51.5283484318217], [-0.249724987784051, 51.53284204116896]]], ""type"": ""Polygon""}",NW-0049,2026-11-09,2027-01-12,North West,LPN,Planned,289,Not yet started,,
"51.498886241937015, -0.1849920359620097","{""coordinates"": [[[-0.193509990674673, 51.496020065425], [-0.193332313760077, 51.5005135622574], [-0.193154590808342, 51.505007055185075], [-0.18595433189779, 51.50489590808875], [-0.178754119223179, 51.50478431920785], [-0.171553952967521, 51.50467228854902], [-0.171733798021332, 51.5001788491674], [-0.178933256925485, 51.50029086190696], [-0.186132762232717, 51.50040243293918], [-0.186311146347546, 51.49590895388144], [-0.179112348224742, 51.495797400694435], [-0.179291393136817, 51.49130393557022], [-0.186489484258082, 51.49141547091554], [-0.193687621567872, 51.491526564687966], [-0.193509990674673, 51.496020065425]]], ""type"": ""Polygon""}",NW-0050,2026-11-09,2027-01-12,North West,LPN,Planned,289,Not yet started,,
"51.4943402597246, 0.15037554058791705","{""coordinates"": [[[0.137376115500303, 51.485959328021586], [0.137586251894135, 51.49045193830122], [0.13038966771199, 51.49058291686962], [0.130599152105073, 51.49507554401808], [0.137796442714499, 51.494944544501955], [0.144993678878755, 51.494813103595945], [0.152190860415253, 51.49468122130782], [0.152402518844593, 51.49917378131447], [0.152614232102983, 51.50366633723378], [0.152826000209174, 51.50815888906569], [0.160025247144805, 51.50802650190116], [0.159812772119451, 51.50353397124079], [0.167011257105393, 51.503401163740435], [0.166798130392878, 51.498908650226355], [0.166585058874669, 51.49441613261668], [0.159387987141414, 51.49454889764547], [0.159175677151114, 51.49005635471067], [0.151979256796219, 51.49018865721394], [0.151767707968758, 51.485696089032906], [0.144571939029743, 51.48582792914783], [0.144361151000158, 51.481335335799336], [0.137166033514401, 51.48146671366311], [0.137376115500303, 51.485959328021586]]], ""type"": ""Polygon""}",SE-0052,2026-11-09,2027-01-12,South East,LPN,Planned,289,Not yet started,,
"51.38265062937609, 0.034168569626520914","{""coordinates"": [[[0.024460562636292, 51.37555312509197], [0.02465881697071, 51.38004614257934], [0.017479046569192, 51.38017000443517], [0.017676650001004, 51.38466303769895], [0.017874304517518, 51.38915606694924], [0.025055479402244, 51.38903216550217], [0.025253887534306, 51.393525170937515], [0.018072010136153, 51.393649092185974], [0.018269766874331, 51.39814211340912], [0.025452346967211, 51.39801817235537], [0.025650857718453, 51.402511169755705], [0.025849419805536, 51.40700416313845], [0.033033354478635, 51.406879742366094], [0.032834089351554, 51.40238676886656], [0.04001726946737, 51.40226192795851], [0.039817353016521, 51.39776897038704], [0.039617488246705, 51.39327600879028], [0.032435713631587, 51.393400809803154], [0.032236603003583, 51.3889078242394], [0.039417675140306, 51.38878304316829], [0.039217913679712, 51.38429007352113], [0.046398231891026, 51.38416487265709], [0.046197819960217, 51.37967191898899], [0.053377384281378, 51.37954629847586], [0.053176322242584, 51.375053360849165], [0.052975312158867, 51.37056041918972], [0.052774354012524, 51.36606747349759], [0.045596894847423, 51.36619303381133], [0.038419383943505, 51.36631815468216], [0.031241821481673, 51.36644283610275], [0.024064207642841, 51.366567078065664], [0.024262359532819, 51.37106010358737], [0.024460562636292, 51.37555312509197]]], ""type"": ""Polygon""}",SE-0053,2026-11-16,2027-01-20,South East,LPN,Planned,297,Not yet started,,
"51.399676902726064, -0.25211734297333377","{""coordinates"": [[[-0.269243070306678, 51.39824515444204], [-0.269073434994782, 51.4027389102906], [-0.261888950966866, 51.402632573216955], [-0.25470451099682, 51.40252579591412], [-0.254533424772642, 51.40701951382403], [-0.247348325546679, 51.40691227915876], [-0.2475201152663, 51.40241857838842], [-0.240335763956958, 51.402310920646215], [-0.233151457250436, 51.40220282269386], [-0.233324609130988, 51.39770915252646], [-0.240508212554077, 51.397817233202026], [-0.247691860564775, 51.39792487373772], [-0.247863561457251, 51.393431165206664], [-0.255046550741772, 51.393538348463245], [-0.262229584235654, 51.393645091637495], [-0.262059289622668, 51.39813883436407], [-0.269243070306678, 51.39824515444204]]], ""type"": ""Polygon""}",SW-0041,2026-11-16,2027-01-20,South West,LPN,Planned,297,Not yet started,,
"51.51834584213285, 0.0007573762826949571","{""coordinates"": [[[0.008829782643123, 51.510713889091015], [0.00162942190142, 51.510837001344726], [0.001826391494268, 51.51532997748677], [-0.00537472777457, 51.51545266761959], [-0.012575897904565, 51.515574915929776], [-0.012380292651859, 51.520067927253024], [-0.005178414821024, 51.51994565938567], [-0.004982050988945, 51.524438647151825], [0.002220483829833, 51.52431591775967], [0.009422967569505, 51.52419274641101], [0.009225188021893, 51.519699797978625], [0.009027459718943, 51.5152068455386], [0.008829782643123, 51.510713889091015]]], ""type"": ""Polygon""}",NE-0078,2026-11-30,2027-02-04,North East,LPN,Planned,312,Not yet started,,
"51.55336765486267, -0.1948454581521311","{""coordinates"": [[[-0.205789649866438, 51.550163092337456], [-0.205612838312212, 51.55465657773278], [-0.205435980898799, 51.55915005923006], [-0.198227126795159, 51.55903958380948], [-0.198049513707865, 51.56353304372676], [-0.190839995879742, 51.563422107907684], [-0.191018318750236, 51.55892866574309], [-0.191196595378264, 51.554435219673515], [-0.183988543159418, 51.55432387678792], [-0.184167482960686, 51.54983044462983], [-0.18434637636751, 51.54533700856332], [-0.191553009970263, 51.54544831581944], [-0.198759689768019, 51.54555918064859], [-0.198582214809464, 51.55005265227035], [-0.205789649866438, 51.550163092337456]]], ""type"": ""Polygon""}",NW-0053,2026-11-30,2027-02-04,North West,LPN,Planned,312,Not yet started,,
"51.405739451860136, -0.20695483477757098","{""coordinates"": [[[-0.218782978372387, 51.4019853061843], [-0.218608374823169, 51.40647893769345], [-0.21843372611087, 51.41097256530867], [-0.211248147282827, 51.41086311177894], [-0.204062613815041, 51.41075321792426], [-0.203886512374811, 51.41524680657958], [-0.196700320697575, 51.41513645476798], [-0.196877125889245, 51.41064288375111], [-0.197053885357231, 51.40614930883004], [-0.204238669713312, 51.40625962536817], [-0.204414680085157, 51.40176602891135], [-0.197230599117131, 51.40165573000476], [-0.197407267184532, 51.397162147275345], [-0.204590644946104, 51.39727242855379], [-0.211774068203084, 51.39738226972461], [-0.211598806564111, 51.401875887640024], [-0.218782978372387, 51.4019853061843]]], ""type"": ""Polygon""}",SW-0044,2026-11-30,2027-02-04,South West,LPN,Planned,312,Not yet started,,
"51.47062959748237, 0.03874553232269356","{""coordinates"": [[[0.035428560753987, 51.460795110661], [0.035628497207452, 51.46528803187531], [0.028435406477576, 51.46541271148283], [0.028634689108772, 51.46990564861237], [0.028834023339331, 51.4743985817233], [0.021639469637513, 51.474522860058535], [0.021838149516392, 51.47901580902582], [0.029033409186886, 51.47889151081559], [0.036228617222711, 51.47876677138347], [0.036028525424122, 51.47427386223659], [0.043222975709482, 51.474148701605834], [0.050417374013014, 51.47402309983842], [0.05761172015233, 51.47389705694183], [0.057409562953681, 51.46940420401955], [0.050215922529719, 51.46953022676334], [0.05001452319279, 51.46503734965797], [0.04282153617328, 51.46516291126453], [0.042620894333489, 51.46067001005439], [0.035428560753987, 51.460795110661]]], ""type"": ""Polygon""}",SE-0054,2026-12-07,2027-02-11,South East,LPN,Planned,319,Not yet started,,
"51.498859047322235, -0.08894340376650989","{""coordinates"": [[[-0.085532260426029, 51.49430702276099], [-0.092730441252452, 51.494424316700204], [-0.09254286499557, 51.49891755826739], [-0.092355240140807, 51.50341079587985], [-0.085155645184964, 51.50329346441234], [-0.085343977195863, 51.498800245565825], [-0.085532260426029, 51.49430702276099]]], ""type"": ""Polygon""}",SW-0046,2026-12-07,2027-02-11,South West,LPN,Planned,319,Not yet started,,
"51.39651765007554, -0.16900958218357015","{""coordinates"": [[[-0.182862574440255, 51.4014338116841], [-0.182684453951075, 51.4059273550354], [-0.1754998072643, 51.40581571779206], [-0.175678631094583, 51.401322192283146], [-0.168494733986196, 51.401210132730554], [-0.168315206830583, 51.40570364032683], [-0.161130652831557, 51.405591122646335], [-0.161310883296663, 51.401097633033004], [-0.161491067161381, 51.39660413949812], [-0.154307966184306, 51.396491217711926], [-0.154488806395072, 51.39199773830166], [-0.154669599855789, 51.38750425496639], [-0.161851295153204, 51.387617140663814], [-0.169033037003391, 51.387729586433636], [-0.168853649056775, 51.39222310578395], [-0.176036140059153, 51.39233512952168], [-0.183218677267291, 51.39244671324828], [-0.183040648873759, 51.39694026442173], [-0.182862574440255, 51.4014338116841]]], ""type"": ""Polygon""}",SW-0047,2026-12-07,2027-02-11,South West,LPN,Planned,319,Not yet started,,
"51.45802603941485, 0.15602783030282885","{""coordinates"": [[[0.150077287600587, 51.44975539645796], [0.150288398768815, 51.45424799733297], [0.143097568176925, 51.45437968997159], [0.135906683125005, 51.45451094186174], [0.136116439053444, 51.45900358069137], [0.14330802905557, 51.45887230781587], [0.150499564579064, 51.45874059412155], [0.150710785049996, 51.46323318682361], [0.150922060200286, 51.46772577543905], [0.158114951435229, 51.467593578669266], [0.165307787789906, 51.46746094095556], [0.165095102104061, 51.462968394679095], [0.164882471461834, 51.458475844307735], [0.172073842456972, 51.45834280820391], [0.17186056196414, 51.45385027500446], [0.16466989584443, 51.45398328984157], [0.164457375233062, 51.449490731280704], [0.157267358819498, 51.449623284200584], [0.150077287600587, 51.44975539645796]]], ""type"": ""Polygon""}",SE-0055,2026-12-14,2027-02-18,South East,LPN,Planned,326,Not yet started,,
"51.44315505714137, -0.01752031329847395","{""coordinates"": [[[-0.030271932873066, 51.439435623029134], [-0.030078596044019, 51.44392874105084], [-0.022888623658378, 51.443807686547714], [-0.022694531977208, 51.448300781226514], [-0.022500390059177, 51.45279387191391], [-0.015309058116593, 51.452672337845904], [-0.01550390501401, 51.448179266588], [-0.008313328469793, 51.448057311176576], [-0.008508829728342, 51.44356425541955], [-0.001319008547994, 51.44344187880892], [-0.001515163803583, 51.43894883861556], [-0.008704280403133, 51.43907119566359], [-0.015893447569203, 51.439193112086684], [-0.023082665119836, 51.43931458787759], [-0.023276656378728, 51.43482148521618], [-0.030465219681519, 51.43494250101994], [-0.030271932873066, 51.439435623029134]]], ""type"": ""Polygon""}",SE-0060,2026-12-21,2027-02-25,South East,LPN,Planned,333,Not yet started,,
"51.48379552649692, -0.13072411859472502","{""coordinates"": [[[-0.136470257390006, 51.48163872585686], [-0.143666654278416, 51.481752873980305], [-0.143484169152321, 51.486246256696326], [-0.13628706572397, 51.48613209031509], [-0.136103826606034, 51.49062545084052], [-0.128906063923178, 51.490510824671915], [-0.121708348891252, 51.490395756984164], [-0.121893001405768, 51.48590243319305], [-0.122077606102969, 51.48140910546191], [-0.122262162999196, 51.47691577379086], [-0.129457758508736, 51.47703078628219], [-0.136653401620362, 51.47714535746586], [-0.136470257390006, 51.48163872585686]]], ""type"": ""Polygon""}",SW-0049,2026-12-29,2027-03-03,South West,LPN,Planned,339,Not yet started,,
"51.42548394557254, -0.11142517367480652","{""coordinates"": [[[-0.12428913866016, 51.42748886538228], [-0.117101348292299, 51.42737361447479], [-0.116916611826684, 51.43186697105693], [-0.116731827557422, 51.43636032369592], [-0.109542676220433, 51.436244595272505], [-0.109728164958913, 51.431751261133506], [-0.102539766076762, 51.431635110627056], [-0.10272591110055, 51.42714179110799], [-0.095538264640416, 51.42702521866246], [-0.095725065585709, 51.42253191382648], [-0.102912007973248, 51.4226484676386], [-0.103098056711287, 51.41815514021891], [-0.110284343326302, 51.41827123503608], [-0.117470677877834, 51.418386889481184], [-0.124657060184124, 51.41850210354738], [-0.124473123216742, 51.42299548643457], [-0.12428913866016, 51.42748886538228]]], ""type"": ""Polygon""}",SW-0051,2027-01-04,2027-03-08,South West,LPN,Planned,344,Not yet started,,
"51.45705332941038, -0.053104515910049714","{""coordinates"": [[[-0.06564943067387, 51.45351381821218], [-0.065459469829373, 51.45800702002967], [-0.065269459807136, 51.46250021787815], [-0.058076418363327, 51.46238129099445], [-0.050883426296412, 51.462261923083844], [-0.050691955840123, 51.46675507885611], [-0.043498307738033, 51.46663525076646], [-0.043690483788708, 51.4621421141534], [-0.043882610097894, 51.4576489735601], [-0.044074686682582, 51.45315582898659], [-0.044266713559751, 51.448662680432946], [-0.051457540377897, 51.4487824319082], [-0.058648416704499, 51.44890174257482], [-0.058457799939537, 51.453394929354054], [-0.06564943067387, 51.45351381821218]]], ""type"": ""Polygon""}",SW-0052,2027-01-04,2027-03-08,South West,LPN,Planned,344,Not yet started,,
"51.50264034667959, -0.045558201553612857","{""coordinates"": [[[-0.063747607212693, 51.498445657776166], [-0.063557153833752, 51.50293881990147], [-0.056357755165119, 51.502819721718495], [-0.056166545168159, 51.50731286082246], [-0.048966488773599, 51.50719330185583], [-0.0487745217928, 51.51168641786035], [-0.041573807706272, 51.51156639797228], [-0.034373143548664, 51.511445936296084], [-0.034566525354148, 51.5069528587556], [-0.027366618695109, 51.5068319746363], [-0.02756065760961, 51.502338912445346], [-0.034759857064898, 51.50245977723056], [-0.034953138698043, 51.497966691721075], [-0.042151681192942, 51.49808709560671], [-0.042344205910382, 51.49359398685677], [-0.049542091410717, 51.493713929980444], [-0.05674002658897, 51.49383343159103], [-0.056548915633077, 51.49832657864136], [-0.063747607212693, 51.498445657776166]]], ""type"": ""Polygon""}",SW-0053,2027-01-11,2027-03-16,South West,LPN,Planned,352,Not yet started,,
